Iteration, Balance Before, Close Price Before, Action, Contracts, Position, Reward, Balance After, Close Price After
408,1001495.75,12177.5,2,4,short,0.0,1001495.75,12177.5
409,1001313.0,12192.5,2,4,short,0.0,1001313.0,12192.5
410,1001011.75,12192.5,2,3,short,-0.75,1001011.0,12192.5
411,1001346.5,12174.0,1,3,long,-0.75,1001345.75,12174.0
412,1001282.5,12132.75,1,3,long,0.0,1001282.5,12132.75
413,1001508.0,12118.5,2,1,short,0.0,1001508.0,12118.5
414,1001098.0,12127.5,2,3,short,-0.5,1001097.5,12127.5
415,1001344.75,12106.5,1,2,long,0.0,1001344.75,12106.5
416,1001314.75,12100.25,1,2,long,0.0,1001314.75,12100.25
417,1000695.5,12083.75,1,1,long,-1.0,1000694.5,12083.75
418,1001488.25,12076.75,1,1,long,0.0,1001488.25,12076.75
419,1001681.75,12085.0,1,1,long,1.0,1001682.75,12085.0
420,1001163.5,12054.75,1,1,long,0.0,1001163.5,12054.75
421,1001244.5,12057.75,2,3,short,-0.75,1001243.75,12057.75
422,1001039.5,12038.0,2,4,short,0.5,1001040.0,12038.0
423,1001291.5,12032.5,1,3,long,0.0,1001291.5,12032.5
424,1001092.25,12044.75,1,2,long,0.0,1001092.25,12044.75
425,1001288.5,12056.5,2,2,short,0.75,1001289.25,12056.5
426,1001313.5,12059.25,1,4,long,0.25,1001313.75,12059.25
427,1001098.75,12073.25,2,4,short,-0.25,1001098.5,12073.25
428,1001717.75,12057.25,1,4,long,0.0,1001717.75,12057.25
429,1000795.25,12076.75,2,1,short,0.25,1000795.5,12076.75
430,1001452.75,12079.0,0,2,long,-0.75,1001452.0,12079.0
431,1001186.0,12067.75,1,4,long,0.0,1001186.0,12067.75
432,1001120.5,12058.5,1,1,long,0.5,1001121.0,12058.5
433,1001050.75,12070.5,2,4,short,0.25,1001051.0,12070.5
434,1001273.5,12077.25,1,3,long,0.0,1001273.5,12077.25
435,1000972.5,12103.5,2,4,short,-0.5,1000972.0,12103.5
436,1001082.25,12113.0,1,3,long,0.0,1001082.25,12113.0
437,1000574.0,12115.5,2,2,short,-0.25,1000573.75,12115.5
438,1000634.75,12143.75,2,1,short,0.5,1000635.25,12143.75
439,1001030.5,12183.5,2,4,short,0.5,1001031.0,12183.5
440,1000867.0,12178.75,2,3,short,0.25,1000867.25,12178.75
441,1000985.25,12208.75,1,1,long,0.0,1000985.25,12208.75
442,1001293.5,12200.0,2,2,short,0.75,1001294.25,12200.0
443,1001166.75,12189.75,1,3,long,0.5,1001167.25,12189.75
444,1001258.75,12195.75,2,4,short,0.0,1001258.75,12195.75
445,1000687.5,12217.5,2,4,short,1.0,1000688.5,12217.5
446,1000971.25,12222.75,2,2,short,0.0,1000971.25,12222.75
447,1001811.75,12225.75,2,3,short,0.0,1001811.75,12225.75
448,1000943.5,12237.5,1,1,long,0.75,1000944.25,12237.5
449,1001590.75,12238.25,1,2,long,-0.75,1001590.0,12238.25
450,1001208.75,12223.0,1,1,long,-0.25,1001208.5,12223.0
451,1001461.0,12213.0,1,3,long,0.0,1001461.0,12213.0
452,1000641.75,12208.0,2,3,short,0.0,1000641.75,12208.0
453,1000899.75,12198.0,1,1,long,0.25,1000900.0,12198.0
454,999413.25,12198.25,2,2,short,-1.0,999412.25,12198.25
455,1001250.75,12177.5,0,3,short,0.0,1001250.75,12177.5
456,1001266.75,12181.75,2,3,short,1.0,1001267.75,12181.75
457,1002081.25,12182.25,2,1,short,0.25,1002081.5,12182.25
458,1000788.75,12191.75,1,3,long,0.5,1000789.25,12191.75
459,1001614.5,12178.0,2,3,short,1.25,1001615.75,12178.0
460,1001215.5,12178.25,1,3,long,0.25,1001215.75,12178.25
461,1001799.75,12178.75,2,3,short,0.0,1001799.75,12178.75
462,1001060.5,12159.0,2,4,short,0.75,1001061.25,12159.0
463,1001642.25,12152.5,1,4,long,0.0,1001642.25,12152.5
464,1001009.75,12137.5,2,4,short,0.5,1001010.25,12137.5
465,1001265.0,12148.5,2,4,short,-0.75,1001264.25,12148.5
466,1000541.75,12137.25,2,1,short,0.75,1000542.5,12137.25
467,1000965.25,12132.25,2,4,short,0.0,1000965.25,12132.25
468,1001340.0,12126.0,2,2,short,-1.5,1001338.5,12126.0
469,1001356.75,12118.0,2,1,short,0.75,1001357.5,12118.0
470,1001782.5,12120.5,1,3,long,0.25,1001782.75,12120.5
471,1001593.0,12099.5,1,2,long,0.0,1001593.0,12099.5
472,1001835.0,12090.25,1,1,long,0.25,1001835.25,12090.25
473,1000852.25,12094.75,2,1,short,0.0,1000852.25,12094.75
474,1001156.0,12103.75,2,3,short,0.0,1001156.0,12103.75
475,1001605.25,12099.0,2,3,short,0.25,1001605.5,12099.0
476,1001792.25,12092.75,0,4,short,1.0,1001793.25,12092.75
477,1000725.25,12064.5,1,1,long,4.5,1000729.75,12064.5
478,1001611.75,12012.25,1,3,long,-1.75,1001610.0,12012.25
479,1001301.0,11977.75,0,2,short,1.25,1001302.25,11977.75
480,1000315.5,11994.5,2,1,short,0.0,1000315.5,11994.5
481,1000972.5,11995.75,2,3,short,0.0,1000972.5,11995.75
482,1001166.5,11993.5,2,3,short,0.0,1001166.5,11993.5
483,1001496.0,11989.75,2,3,short,0.5,1001496.5,11989.75
484,1001735.0,12007.5,2,1,short,2.0,1001737.0,12007.5
485,1000863.5,12018.25,1,1,long,0.0,1000863.5,12018.25
486,1001583.25,12001.75,2,2,short,0.75,1001584.0,12001.75
487,1001711.5,11966.75,2,4,short,0.0,1001711.5,11966.75
488,1001508.0,11974.0,0,4,long,-0.25,1001507.75,11974.0
489,1001796.75,11967.5,1,2,long,0.0,1001796.75,11967.5
490,1001833.5,11953.5,1,1,long,-1.0,1001832.5,11953.5
491,1001347.5,11946.25,2,1,short,0.0,1001347.5,11946.25
492,1001539.25,11940.75,1,4,long,0.0,1001539.25,11940.75
493,1001356.5,11956.5,2,2,short,0.0,1001356.5,11956.5
494,1001091.5,11944.0,1,3,long,0.0,1001091.5,11944.0
495,1001164.5,11941.25,1,1,long,0.0,1001164.5,11941.25
496,1001478.0,11949.75,1,4,long,0.25,1001478.25,11949.75
497,1001231.75,11929.75,2,4,short,0.0,1001231.75,11929.75
498,1001678.5,11932.5,0,2,short,0.75,1001679.25,11932.5
499,1001649.25,11933.25,1,3,long,0.0,1001649.25,11933.25
500,1001259.5,11947.5,1,2,long,1.5,1001261.0,11947.5
501,1001551.5,11947.5,1,3,long,0.0,1001551.5,11947.5
502,1001284.25,11975.25,2,4,short,0.0,1001284.25,11975.25
503,1001584.25,11968.0,2,3,short,-0.5,1001583.75,11968.0
504,1001139.75,11969.5,2,3,short,-0.25,1001139.5,11969.5
505,1001442.75,11988.5,1,1,long,0.0,1001442.75,11988.5
506,1001130.0,11992.75,2,4,short,1.0,1001131.0,11992.75
507,1001720.25,11993.25,2,1,short,0.25,1001720.5,11993.25
508,1001847.5,11979.0,1,2,long,1.5,1001849.0,11979.0
509,1000971.75,11965.5,2,1,short,0.0,1000971.75,11965.5
510,1000970.0,11969.25,1,4,long,0.0,1000970.0,11969.25
511,1001379.25,11963.0,2,1,short,0.75,1001380.0,11963.0
512,1001643.5,11952.75,0,2,short,0.5,1001644.0,11952.75
513,1001659.0,11945.5,1,4,long,0.0,1001659.0,11945.5
514,1001722.0,11941.25,2,2,short,0.0,1001722.0,11941.25
515,1000936.0,11940.25,2,1,short,0.0,1000936.0,11940.25
516,1000749.5,11941.0,1,4,long,0.0,1000749.5,11941.0
517,1001355.5,11959.75,2,1,short,0.5,1001356.0,11959.75
518,1001148.0,11941.25,2,1,short,0.25,1001148.25,11941.25
519,1000457.25,11958.0,2,4,short,0.75,1000458.0,11958.0
520,1001401.5,11962.25,1,1,long,0.0,1001401.5,11962.25
521,1001568.75,11961.5,2,1,short,-0.25,1001568.5,11961.5
522,1001499.25,11974.0,1,3,long,0.25,1001499.5,11974.0
523,1001451.75,11974.25,1,3,long,0.0,1001451.75,11974.25
524,1001195.0,11969.75,1,1,long,1.0,1001196.0,11969.75
525,1001097.75,11964.5,1,1,long,0.5,1001098.25,11964.5
526,1001725.0,11951.0,2,2,short,-0.75,1001724.25,11951.0
527,1000888.5,11984.5,2,4,short,1.5,1000890.0,11984.5
528,1001677.75,12007.25,2,3,short,0.25,1001678.0,12007.25
529,1001117.0,12001.5,2,4,short,-0.5,1001116.5,12001.5
